user_id,freq
0,22
1,60
2,42
3,70
4,38
5,38
6,50
7,24
8,118
9,25
10,21
11,142
12,95
13,29
14,40
15,24
16,34
17,25
18,26
19,62
20,23
21,81
22,61
23,23
24,43
25,51
26,21
27,22
28,60
29,52
30,31
31,58
32,22
33,58
34,55
35,20
36,95
37,30
38,55
39,26
40,58
41,31
42,21
43,89
44,92
45,54
46,30
47,20
48,30
49,68
50,157
51,83
52,30
53,43
54,22
55,158
56,22
57,20
58,31
59,25
60,23
61,26
62,56
63,42
64,52
65,58
66,26
67,114
68,34
69,32
70,25
71,36
72,77
73,56
74,46
75,92
76,50
77,46
78,32
79,21
80,43
81,178
82,68
83,20
84,38
85,42
86,33
87,61
88,72
89,46
90,83
91,167
92,26
93,99
94,20
95,23
96,35
97,71
98,32
99,20
100,280
101,74
102,34
103,56
104,65
105,41
106,23
107,31
108,22
109,31
110,46
111,21
112,47
113,23
114,43
115,31
116,26
117,85
118,27
119,22
120,68
121,30
122,28
123,53
124,35
125,42
126,60
127,46
128,54
129,102
130,60
131,54
132,22
133,35
134,247
135,28
136,32
137,58
138,38
139,116
140,34
141,22
142,138
143,94
144,37
145,38
146,27
147,26
148,50
149,31
150,35
151,26
152,31
153,98
154,23
155,46
156,20
157,22
158,88
159,57
160,34
161,80
162,26
163,22
164,34
165,20
166,44
167,28
168,82
169,47
170,74
171,55
172,118
173,31
174,20
175,23
176,44
177,61
178,37
179,29
180,30
181,82
182,104
183,33
184,31
185,22
186,23
187,43
188,52
189,36
190,37
191,23
192,29
193,54
194,56
195,39
196,59
197,80
198,26
199,38
200,103
201,33
202,27
203,28
204,75
205,71
206,20
207,23
208,61
209,44
210,110
211,24
212,24
213,22
214,26
215,49
216,31
217,24
218,55
219,62
220,106
221,31
222,62
223,21
224,46
225,30
226,70
227,74
228,47
229,26
230,30
231,30
232,59
233,35
234,52
235,22
236,25
237,84
238,28
239,30
240,52
241,22
242,69
243,42
244,32
245,55
246,42
247,55
248,21
249,26
250,25
251,20
252,40
253,57
254,40
255,49
256,67
257,44
258,29
259,30
260,33
261,23
262,23
263,44
264,26
265,249
266,24
267,59
268,26
269,61
270,21
271,48
272,142
273,22
274,54
275,54
276,48
277,54
278,61
279,126
280,33
281,36
282,22
283,46
284,33
285,21
286,32
287,54
288,34
289,23
290,46
291,42
292,49
293,66
294,46
295,32
296,24
297,39
298,83
299,28
300,70
301,50
302,25
303,22
304,39
305,30
306,114
307,26
308,51
309,34
310,26
311,22
312,38
313,80
314,29
315,62
316,31
317,21
318,21
319,22
320,34
321,20
322,52
323,48
324,50
325,43
326,43
327,210
328,34
329,45
330,116
331,62
332,98
333,30
334,26
335,26
336,102
337,38
338,214
339,33
340,34
341,34
342,88
343,36
344,84
345,58
346,177
347,31
348,66
349,62
350,22
351,29
352,73
353,34
354,48
355,27
356,109
357,23
358,186
359,39
360,22
361,27
362,58
363,55
