user,item,rating,user_id,item_id
0,10204,1,0,32
0,4626,1,0,14
0,11009,1,0,37
0,16424,1,0,69
0,16163,1,0,68
0,13924,1,0,56
0,15026,1,0,60
0,15282,1,0,63
0,11226,1,0,39
0,12804,1,0,48
0,14676,1,0,58
0,6103,1,0,23
0,15191,1,0,62
0,4871,1,0,16
0,12716,1,0,45
0,5324,1,0,19
0,15300,1,0,64
0,14662,1,0,57
0,5991,1,0,22
0,2846,1,0,4
0,3591,1,0,10
0,15833,1,0,66
0,5114,1,0,18
0,13187,1,0,53
0,11650,1,0,41
0,10288,1,0,34
0,13923,1,0,55
0,495,1,0,0
0,11919,1,0,43
0,11853,1,0,42
0,3595,1,0,11
0,9907,1,0,30
0,7867,1,0,28
0,15894,1,0,67
0,10588,1,0,36
0,4889,1,0,17
0,15165,1,0,61
0,4662,1,0,15
0,12916,1,0,51
0,3404,1,0,9
0,15336,1,0,65
0,12803,1,0,47
0,8903,1,0,29
0,5614,1,0,21
0,1631,1,0,1
0,3950,1,0,13
0,10008,1,0,31
0,11105,1,0,38
0,2931,1,0,5
0,14851,1,0,59
0,13172,1,0,52
0,12831,1,0,50
0,13363,1,0,54
0,3332,1,0,8
0,5325,1,0,20
0,6874,1,0,24
1,3391,1,1,77
1,12896,1,1,87
1,8669,1,1,82
1,13468,1,1,88
1,15382,1,1,96
1,5572,1,1,79
1,14037,1,1,93
1,8990,1,1,83
1,13616,1,1,89
1,7399,1,1,81
1,2819,1,1,76
1,5031,1,1,78
1,1519,1,1,72
1,16495,1,1,106
1,13999,1,1,92
1,15800,1,1,102
1,15422,1,1,97
1,15047,1,1,95
1,493,1,1,70
1,15458,1,1,98
1,10413,1,1,84
1,14476,1,1,94
1,16745,1,1,107
1,16438,1,1,105
1,1896,1,1,75
1,16098,1,1,104
1,942,1,1,71
1,11913,1,1,85
1,15515,1,1,99
1,16022,1,1,103
5,899,1,2,116
5,954,1,2,118
5,7302,1,2,134
5,648,1,2,108
5,661,1,2,110
5,1964,1,2,120
5,690,1,2,113
5,2025,1,2,122
5,8034,1,2,137
5,670,1,2,111
5,953,1,2,117
5,3657,1,2,124
5,5548,1,2,128
5,809,1,2,115
5,1709,1,2,119
5,5451,1,2,126
5,5772,1,2,129
5,691,1,2,114
5,3033,1,2,123
5,7168,1,2,133
5,6344,1,2,131
5,649,1,2,109
5,7167,1,2,132
5,689,1,2,112
5,5531,1,2,127
8,5267,1,3,155
8,9849,1,3,169
8,4887,1,3,151
8,4506,1,3,148
8,4832,1,3,149
8,4397,1,3,147
8,3082,1,3,142
8,2461,1,3,141
8,6783,1,3,159
8,8811,1,3,166
8,5118,1,3,153
8,3445,1,3,143
8,5138,1,3,154
8,6364,1,3,158
8,2215,1,3,140
8,9604,1,3,168
8,6956,1,3,160
8,5768,1,3,157
8,6978,1,3,161
8,4363,1,3,146
8,3446,1,3,144
8,5433,1,3,156
8,11906,1,3,172
8,7280,1,3,163
8,4903,1,3,152
8,6979,1,3,162
8,861,1,3,139
9,6620,1,4,183
9,3887,1,4,181
9,8469,1,4,190
9,3593,1,4,180
9,2000,1,4,175
9,14329,1,4,198
9,8703,1,4,191
9,8183,1,4,187
9,830,1,4,174
9,7518,1,4,184
9,7590,1,4,185
9,3090,1,4,179
9,10384,1,4,194
9,2476,1,4,178
9,8286,1,4,189
9,4899,1,4,182
9,9590,1,4,193
9,7786,1,4,186
9,2095,1,4,176
9,8223,1,4,188
9,2439,1,4,177
10,3569,1,5,215
10,1238,1,5,205
10,2452,1,5,210
10,10410,1,5,228
10,773,1,5,201
10,7650,1,5,224
10,2770,1,5,211
10,5040,1,5,221
10,5216,1,5,222
10,135,1,5,199
10,8968,1,5,226
10,1423,1,5,207
10,240,1,5,200
10,1128,1,5,204
10,2449,1,5,208
10,1389,1,5,206
10,2992,1,5,213
10,3660,1,5,216
10,11027,1,5,230
10,9134,1,5,227
10,7706,1,5,225
10,1124,1,5,202
10,4702,1,5,218
10,2914,1,5,212
10,10712,1,5,229
10,4775,1,5,219
11,277,1,6,233
11,4728,1,6,262
11,12352,1,6,286
11,12969,1,6,288
11,11664,1,6,282
11,5005,1,6,266
11,9648,1,6,275
11,1755,1,6,238
11,3052,1,6,248
11,5001,1,6,265
11,2434,1,6,242
11,4953,1,6,264
11,4012,1,6,253
11,6431,1,6,268
11,9630,1,6,274
11,240,1,6,200
11,4381,1,6,255
11,6401,1,6,267
11,2914,1,6,212
11,6797,1,6,270
11,3076,1,6,249
11,3866,1,6,251
11,4777,1,6,263
11,14287,1,6,289
11,12209,1,6,284
11,1041,1,6,236
11,4609,1,6,259
11,11129,1,6,278
11,1806,1,6,239
11,4254,1,6,254
11,12463,1,6,287
11,3007,1,6,247
11,2094,1,6,241
11,10276,1,6,277
11,211,1,6,232
11,12313,1,6,285
11,11135,1,6,279
11,4550,1,6,256
11,4551,1,6,257
11,2768,1,6,245
11,4610,1,6,260
11,9024,1,6,273
11,2445,1,6,243
11,3120,1,6,250
11,4638,1,6,261
11,450,1,6,234
11,2451,1,6,209
11,9780,1,6,276
11,8071,1,6,272
11,4010,1,6,252
12,1480,1,7,297
12,16878,1,7,369
12,16814,1,7,368
12,16045,1,7,364
12,7870,1,7,324
12,2289,1,7,300
12,8119,1,7,326
12,8062,1,7,325
12,10987,1,7,338
12,8138,1,7,327
12,10683,1,7,337
12,4211,1,7,310
12,15955,1,7,360
12,3627,1,7,306
12,12259,1,7,346
12,10628,1,7,336
12,352,1,7,293
12,12305,1,7,347
12,16223,1,7,365
12,8934,1,7,330
12,3307,1,7,304
12,617,1,7,295
12,11504,1,7,342
12,12441,1,7,349
12,8711,1,7,192
12,14332,1,7,356
12,7369,1,7,323
12,4411,1,7,313
12,3814,1,7,308
12,3705,1,7,307
12,407,1,7,294
12,6782,1,7,320
12,6164,1,7,317
12,15878,1,7,359
12,6820,1,7,321
12,9015,1,7,331
12,927,1,7,296
12,12391,1,7,348
12,4979,1,7,315
12,8153,1,7,328
12,6191,1,7,318
12,10265,1,7,335
12,2198,1,7,299
12,14187,1,7,354
12,2,1,7,290
12,13916,1,7,353
12,3358,1,7,305
12,9835,1,7,332
12,14789,1,7,357
12,11567,1,7,343
12,16039,1,7,363
12,11731,1,7,345
12,15957,1,7,361
12,5130,1,7,316
12,11491,1,7,341
12,4408,1,7,312
12,8594,1,7,329
12,14,1,7,291
12,6442,1,7,319
12,14254,1,7,355
12,11277,1,7,340
12,15244,1,7,358
12,4202,1,7,309
12,3160,1,7,303
12,122,1,7,292
12,13002,1,7,351
20,5070,1,8,419
20,1544,1,8,391
20,5618,1,8,425
20,3364,1,8,413
20,5659,1,8,443
20,328,1,8,373
20,1197,1,8,387
20,5877,1,8,447
20,1122,1,8,383
20,5904,1,8,474
20,2365,1,8,404
20,1626,1,8,395
20,944,1,8,377
20,5902,1,8,472
20,5889,1,8,459
20,1625,1,8,394
20,3367,1,8,415
20,5622,1,8,429
20,264,1,8,372
20,5895,1,8,465
20,1005,1,8,379
20,921,1,8,376
20,3321,1,8,412
20,1565,1,8,392
20,20,1,8,370
20,5617,1,8,424
20,5901,1,8,471
20,1250,1,8,389
20,2219,1,8,403
20,9868,1,8,481
20,3316,1,8,411
20,3365,1,8,414
20,1534,1,8,390
20,5633,1,8,440
20,9866,1,8,479
20,5107,1,8,420
20,1671,1,8,398
20,1691,1,8,401
20,5900,1,8,470
20,4388,1,8,416
20,5894,1,8,464
20,1677,1,8,399
20,2416,1,8,406
20,5893,1,8,463
20,5619,1,8,426
20,108,1,8,371
20,5624,1,8,431
20,5885,1,8,455
20,5888,1,8,458
20,1168,1,8,384
20,2710,1,8,408
20,5896,1,8,466
20,1114,1,8,382
20,5899,1,8,469
20,5897,1,8,467
20,5620,1,8,427
20,1181,1,8,385
20,1007,1,8,380
20,1210,1,8,388
20,2368,1,8,405
20,5621,1,8,428
20,5898,1,8,468
20,5626,1,8,433
20,9761,1,8,476
20,1194,1,8,386
20,5903,1,8,473
20,5616,1,8,423
20,5634,1,8,441
20,5721,1,8,444
20,7072,1,8,475
20,1113,1,8,381
20,5882,1,8,452
20,752,1,8,374
20,5615,1,8,422
20,5632,1,8,439
20,1602,1,8,393
20,5108,1,8,421
20,1689,1,8,400
20,5635,1,8,442
20,5875,1,8,445
20,5625,1,8,432
20,3246,1,8,410
20,3213,1,8,409
20,2166,1,8,402
20,5628,1,8,435
20,9867,1,8,480
20,5044,1,8,418
20,5892,1,8,462
20,5631,1,8,438
20,9864,1,8,477
20,2596,1,8,407
21,5900,1,9,470
21,5897,1,9,467
21,5895,1,9,465
21,3213,1,9,409
21,1602,1,9,393
21,5882,1,9,452
21,3316,1,9,411
21,5879,1,9,449
21,5893,1,9,463
21,1689,1,9,400
21,1677,1,9,399
21,1181,1,9,385
21,2596,1,9,407
21,5902,1,9,472
21,2368,1,9,405
21,5044,1,9,418
21,5875,1,9,445
21,1168,1,9,384
21,20,1,9,370
21,3364,1,9,413
21,1005,1,9,379
21,1250,1,9,389
21,5886,1,9,456
21,3365,1,9,414
21,5888,1,9,458
21,5898,1,9,468
21,1007,1,9,380
21,5883,1,9,453
21,5899,1,9,469
21,1194,1,9,386
21,5878,1,9,448
21,1665,1,9,397
21,2219,1,9,403
21,5889,1,9,459
21,1114,1,9,382
21,108,1,9,371
21,5894,1,9,464
21,4388,1,9,416
21,1544,1,9,391
21,5107,1,9,420
21,1691,1,9,401
21,3367,1,9,415
21,5880,1,9,450
21,944,1,9,377
21,1565,1,9,392
21,1664,1,9,396
21,1534,1,9,390
